university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
Dow University of Health Sciences (DUHS),Karachi,Dow Institute of Radiology,BS,Radiologic Technology,4 Years,Intermediate (relevant discipline),DUHS Entry Test,55000.0,30-September-2026,https://www.duhs.edu.pk/dow-institute-of-radiology/radiologic-technology-bsrt/
Dow University of Health Sciences (DUHS),Karachi,Institute of Behavioral Sciences,BS,Psychology,4 Years,FSc (Pre-Medical / Pre-Engg),DUHS Entry Test,55000.0,30-September-2026,https://www.duhs.edu.pk/dr-a-q-khan-institute-of-behavioral-sciences/bs-psychology/
Dow University of Health Sciences (DUHS),Karachi,Institute of Business & Health Management,BS,Healthcare Management & Leadership,4 Years,Intermediate (relevant discipline),DUHS Entry Test,55000.0,30-September-2026,https://www.duhs.edu.pk/institute-of-business-and-health-management/bachelors-in-healthcare-management-leadership-4-years
Dow University of Health Sciences (DUHS),Karachi,Institute of Business & Health Management,BS,Accounting and Finance,4 Years,Intermediate (any group),DUHS Entry Test,65000.0,30-September-2026,https://www.duhs.edu.pk/institute-of-business-and-health-management/bs-accounting-finance-4-year/
Dow University of Health Sciences (DUHS),Karachi,Institute of Business & Health Management,BS,Business Administration,4 Years,Intermediate (any group),DUHS Entry Test,65000.0,30-September-2026,https://www.duhs.edu.pk/institute-of-business-and-health-management/bachelors-in-business-administration-4-years/
Dow University of Health Sciences (DUHS),Karachi,Institute of Business & Health Management,BS,Business Administration,4 Years,Intermediate (any group),DUHS Entry Test,65000.0,30-September-2026,https://www.duhs.edu.pk/institute-of-business-and-health-management/bachelors-in-business-administration-2-years/
Dow University of Health Sciences (DUHS),Karachi,School of Public Health,BS,Nutrition,4 Years,FSc (Pre-Medical / Pre-Engg),DUHS Entry Test,55000.0,30-September-2026,https://www.duhs.edu.pk/school-of-public-health/bachelors-in-nutrition/
Dow University of Health Sciences (DUHS),Karachi,School of Public Health,BS,Public Health,4 Years,FSc (Pre-Medical / Pre-Engg),DUHS Entry Test,55000.0,30-September-2026,https://www.duhs.edu.pk/school-of-public-health/bachelors-in-public-health/
Dow University of Health Sciences (DUHS),Karachi,Institute of Business & Health Management,MBA,Business Administration,2 Years,16 years education,DUHS Test / Interview,90000.0,15-October-2026,https://www.duhs.edu.pk/institute-of-business-and-health-management/master-in-business-administration-2-years/
Dow University of Health Sciences (DUHS),Karachi,Institute of Business & Health Management,MBA,Business Administration,2 Years,16 years education,DUHS Test / Interview,90000.0,15-October-2026,https://www.duhs.edu.pk/institute-of-business-and-health-management/master-in-business-administration-weekend-1-5y/
Dow University of Health Sciences (DUHS),Karachi,Dow Institute of Nursing & Midwifery,MS,Nursing,2 Years,BSN / RN + BS,DUHS Test,80000.0,15-October-2026,https://www.duhs.edu.pk/dow-institute-of-nursing-and-midwifery/masters-in-nursing/
Dow University of Health Sciences (DUHS),Karachi,Dow Institute of Health Professional Education,MS,Health Professions Education,2 Years,MBBS / BDS / BS Health,DUHS Test,75000.0,15-October-2026,https://www.duhs.edu.pk/dow-institute-of-health-professional-education/masters-of-health-professions-education-mhpe/
Dow University of Health Sciences (DUHS),Karachi,Dow Institute of Physical Medicine & Rehabilitation,MS,Advanced Physiotherapy,2 Years,DPT,DUHS Test,85000.0,15-October-2026,https://www.duhs.edu.pk/dow-institute-of-physical-medicine-rehabilitation/master-of-science-in-advanced-physiotherapy-ms-apt/
Dow University of Health Sciences (DUHS),Karachi,School of Public Health,MS,Biostatistics and Epidemiology,2 Years,16 years education,DUHS Test,70000.0,15-October-2026,https://www.duhs.edu.pk/school-of-public-health/master-of-science-in-biostatistics-and-epidemiology/
Dow University of Health Sciences (DUHS),Karachi,School of Public Health,MS,Public Health,2 Years,16 years education,DUHS Test,70000.0,15-October-2026,https://www.duhs.edu.pk/school-of-public-health/master-of-science-in-public-health/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Biochemistry,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-biochemistry/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Biotechnology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-biotechnology/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Genetics,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-genetics/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Microbiology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-microbiology/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Molecular Pathology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-molecular-pathology/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Pathology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-pathology/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Pharmacology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-pharmacology-bms/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Physiology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-physiology/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Pharmaceutical Chemistry,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-pharmaceutical-chemistry/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Pharmaceutics,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-pharmaceutics/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Pharmacognosy,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-pharmacognosy/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Pharmacology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-pharmacology/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Pharmacy Practice,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-pharmacy-practice/
Dow University of Health Sciences (DUHS),Karachi,School of Postgraduate Studies,MPhil,Medical Technology,2 Years,Relevant Master’s / 16 years education,GAT (General),65000.0,15-October-2026,https://www.duhs.edu.pk/school-of-post-graduate-studies/mphil-in-medical-technology/
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Management Sciences,BS,Business Administration,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,30-September-2025,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Management Sciences,BS,Accounting and Finance,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Fast-Nuces,BS,Artificial Intelligence,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Management Sciences,BS,Business Analytics,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,BS,Computer Engineering,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,BS,Computer Science,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,BS,Cyber Security,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,BS,Data Science,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Electrical Engineering,BS,Electrical Engineering,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Fast-Nuces,BS,Financial Technology,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,BS,Software Engineering,4 Years,FSc / A-Levels or equivalent,FAST Admission Test,150000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Management Sciences,MBA,Business Administration,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Fast-Nuces,MS,Artificial Intelligence,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Management Sciences,MS,Business Analytics,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,MS,Computer Science,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,MS,Cyber Security,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,MS,Data Science,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Electrical Engineering,MS,Electrical Engineering,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,MS,Software Engineering,2 Years,Relevant BS (16 years education),GAT (General) or FAST Test,180000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,PhD,Computer Science,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,135000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Electrical Engineering,PhD,Electrical Engineering,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,135000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Management Sciences,PhD,Management Sciences,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,135000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
FAST National University of Computer & Emerging Sciences,Islamabad,Department of Computer Science,PhD,Software Engineering,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,135000.0,5-July-2026,https://www.nu.edu.pk/Degree-Programs
Government College University Lahore,Lahore,Faculty of Arts & Social Sciences,BS,Economics,4 Years,Intermediate (relevant discipline),GCU Entry Test,25000.0,30-September-2026,https://gcu.edu.pk/economics.php
Government College University Lahore,Lahore,Faculty of Management Sciences,BS,Commerce,4 Years,Intermediate (Commerce / relevant),GCU Entry Test,25000.0,30-September-2026,https://gcu.edu.pk/commerce-finance.php
Government College University Lahore,Lahore,Faculty of Law,BS,Laws (LLB),5 Years,Intermediate / A-Levels,LAT + GCU Test,25000.0,30-September-2026,https://gcu.edu.pk/law.php
Government College University Lahore,Lahore,Faculty of Science,BS,Computer Science,4 Years,Intermediate (Pre-Engg / ICS),GCU Entry Test,25000.0,30-September-2026,https://gcu.edu.pk/computer-science.php
Government College University Lahore,Lahore,Faculty of Engineering,BS,Electrical Engineering,4 Years,Intermediate (Pre-Engineering),ECAT / GCU Test,30000.0,30-September-2026,https://gcu.edu.pk/electrical-engineering.php
Government College University Lahore,Lahore,Faculty of Life Sciences,BS,Biotechnology,4 Years,Intermediate (Pre-Medical),GCU Entry Test,25000.0,30-September-2026,https://gcu.edu.pk/IIBT.php
Government College University Lahore,Lahore,Faculty of Languages & Literature,BS,English,4 Years,Intermediate,GCU Entry Test,25000.0,30-September-2026,https://gcu.edu.pk/english.php
